id_sv,ten_sv,ngay_sinh,gioi_tinh,uu_tien,khu_vuc,diem_khuyen_khich,ma_tinh,loai_thi_sinh
29531754992,Họ Tên 186,2006-07-13,Nữ,Đối tượng 2,KV3,0.3,295,Thí sinh tự do
38163161038,Họ Tên 187,2005-02-21,Nam,Đối tượng 2,KV2,1.2,381,Thí sinh không phải tự do
26494807981,Họ Tên 188,2002-11-01,Nam,Đối tượng 1,KV1,0.03,264,Thí sinh không phải tự do
97215022290,Họ Tên 189,2005-05-07,Nam,Không,KV3,0.84,972,Thí sinh tự do
67221410097,Họ Tên 190,2002-10-16,Nam,Đối tượng 2,KV3,0.45,672,Thí sinh không phải tự do
64536852888,Họ Tên 191,2006-03-24,Nữ,Đối tượng 2,KV2,0.17,645,Thí sinh tự do
70486174850,Họ Tên 192,2006-07-21,Nữ,Không,KV1,0.15,704,Thí sinh không phải tự do
56515672047,Họ Tên 193,2005-01-26,Nữ,Đối tượng 2,KV2,1.13,565,Thí sinh tự do
47897046416,Họ Tên 194,2003-07-10,Nam,Đối tượng 1,KV2,1.59,478,Thí sinh tự do
95174793277,Họ Tên 195,2005-10-07,Nam,Không,KV1,1.28,951,Thí sinh tự do
13381187223,Họ Tên 196,2005-04-21,Nam,Đối tượng 2,KV3,0.85,133,Thí sinh tự do
69073742060,Họ Tên 197,2004-05-25,Nữ,Không,KV3,1.56,690,Thí sinh tự do
49750335208,Họ Tên 198,2003-10-10,Nữ,Đối tượng 1,KV2,0.36,497,Thí sinh tự do
35158932577,Họ Tên 199,2005-10-03,Nữ,Đối tượng 2,KV1,1.99,351,Thí sinh tự do
21600491667,Họ Tên 200,2004-04-21,Nam,Đối tượng 2,KV1,1.68,216,Thí sinh không phải tự do
50016677860,Họ Tên 201,2006-02-14,Nam,Đối tượng 2,KV1,0.92,500,Thí sinh tự do
78380483704,Họ Tên 202,2002-04-07,Nam,Đối tượng 1,KV1,1.42,783,Thí sinh tự do
70227890486,Họ Tên 203,2002-11-22,Nữ,Không,KV2,1.12,702,Thí sinh không phải tự do
44749959438,Họ Tên 204,2005-07-18,Nữ,Đối tượng 2,KV3,0.56,447,Thí sinh tự do
48274153578,Họ Tên 205,2004-09-09,Nữ,Không,KV2,1.91,482,Thí sinh tự do
83675692774,Họ Tên 206,2006-04-12,Nữ,Đối tượng 2,KV1,1.42,836,Thí sinh tự do
41852015044,Họ Tên 207,2004-01-19,Nam,Đối tượng 1,KV2,1.89,418,Thí sinh không phải tự do
78027104338,Họ Tên 208,2005-04-30,Nữ,Đối tượng 1,KV3,0.74,780,Thí sinh không phải tự do
34560072976,Họ Tên 209,2003-02-13,Nữ,Đối tượng 2,KV2,0.03,345,Thí sinh không phải tự do
20638470294,Họ Tên 210,2002-04-18,Nữ,Đối tượng 1,KV3,1.95,206,Thí sinh tự do
39869438066,Họ Tên 211,2006-04-01,Nữ,Đối tượng 2,KV2,0.79,398,Thí sinh tự do
13447722930,Họ Tên 212,2004-01-21,Nam,Không,KV3,1.89,134,Thí sinh không phải tự do
61253359789,Họ Tên 213,2002-05-07,Nữ,Đối tượng 1,KV2,1.03,612,Thí sinh không phải tự do
87923751287,Họ Tên 214,2003-11-05,Nữ,Không,KV3,0.23,879,Thí sinh không phải tự do
97903630388,Họ Tên 215,2005-05-15,Nữ,Không,KV2,0.91,979,Thí sinh tự do
83366801000,Họ Tên 216,2003-03-23,Nữ,Đối tượng 1,KV1,0.05,833,Thí sinh không phải tự do
83751048361,Họ Tên 217,2002-01-11,Nam,Không,KV3,1.25,837,Thí sinh tự do
72487840758,Họ Tên 218,2004-11-23,Nữ,Không,KV2,0.67,724,Thí sinh không phải tự do
27650763038,Họ Tên 219,2006-01-08,Nữ,Đối tượng 2,KV2,1.38,276,Thí sinh không phải tự do
95650250869,Họ Tên 220,2003-08-18,Nam,Đối tượng 1,KV1,1.0,956,Thí sinh không phải tự do
83898501774,Họ Tên 221,2004-11-19,Nữ,Không,KV2,1.51,838,Thí sinh không phải tự do
65489304692,Họ Tên 222,2004-08-29,Nam,Không,KV1,0.3,654,Thí sinh tự do
26372911755,Họ Tên 223,2004-03-05,Nữ,Không,KV1,1.79,263,Thí sinh tự do
83284006394,Họ Tên 224,2002-05-05,Nữ,Đối tượng 2,KV2,0.39,832,Thí sinh tự do
73989949905,Họ Tên 225,2004-03-10,Nữ,Đối tượng 2,KV1,1.34,739,Thí sinh không phải tự do
82589834599,Họ Tên 226,2003-11-09,Nam,Đối tượng 1,KV3,1.99,825,Thí sinh không phải tự do
63583355535,Họ Tên 227,2004-01-02,Nữ,Đối tượng 2,KV3,1.0,635,Thí sinh không phải tự do
28229150510,Họ Tên 228,2006-08-06,Nam,Đối tượng 2,KV3,1.13,282,Thí sinh không phải tự do
27303725178,Họ Tên 229,2004-04-05,Nữ,Không,KV3,0.21,273,Thí sinh không phải tự do
21246535309,Họ Tên 230,2002-05-23,Nữ,Đối tượng 2,KV3,1.08,212,Thí sinh tự do
32747989043,Họ Tên 231,2005-11-13,Nữ,Đối tượng 2,KV1,1.82,327,Thí sinh không phải tự do
91637301330,Họ Tên 232,2004-05-12,Nam,Đối tượng 2,KV2,0.18,916,Thí sinh tự do
30379308932,Họ Tên 233,2003-12-26,Nam,Không,KV1,1.64,303,Thí sinh tự do
65921298122,Họ Tên 234,2005-11-15,Nam,Đối tượng 2,KV3,0.73,659,Thí sinh không phải tự do
48673638516,Họ Tên 235,2003-02-17,Nữ,Không,KV3,1.14,486,Thí sinh không phải tự do
42049877398,Họ Tên 236,2003-08-11,Nữ,Không,KV1,1.11,420,Thí sinh không phải tự do
42624457911,Họ Tên 237,2005-02-05,Nữ,Đối tượng 1,KV1,0.04,426,Thí sinh không phải tự do
42264267776,Họ Tên 238,2002-03-26,Nữ,Không,KV2,0.24,422,Thí sinh tự do
78344022524,Họ Tên 239,2002-06-07,Nữ,Đối tượng 1,KV3,1.85,783,Thí sinh không phải tự do
20432207163,Họ Tên 240,2006-04-28,Nam,Đối tượng 2,KV1,0.82,204,Thí sinh tự do
67892831120,Họ Tên 241,2003-12-07,Nữ,Đối tượng 1,KV2,1.15,678,Thí sinh không phải tự do
88541222536,Họ Tên 242,2002-07-03,Nữ,Đối tượng 1,KV3,1.57,885,Thí sinh không phải tự do
35184046718,Họ Tên 243,2003-12-09,Nữ,Đối tượng 2,KV1,0.92,351,Thí sinh tự do
47525917893,Họ Tên 244,2006-06-12,Nam,Đối tượng 1,KV3,1.44,475,Thí sinh tự do
62039898034,Họ Tên 245,2002-07-14,Nữ,Đối tượng 1,KV3,0.5,620,Thí sinh không phải tự do
91324914818,Họ Tên 246,2005-08-22,Nam,Không,KV1,0.4,913,Thí sinh tự do
50020759985,Họ Tên 247,2005-12-23,Nam,Đối tượng 1,KV1,0.43,500,Thí sinh tự do
68803257047,Họ Tên 248,2003-10-07,Nam,Không,KV1,0.68,688,Thí sinh tự do
47463943618,Họ Tên 249,2002-10-30,Nam,Không,KV3,0.81,474,Thí sinh tự do
24873163996,Họ Tên 250,2002-10-10,Nữ,Không,KV2,1.42,248,Thí sinh không phải tự do
86808923919,Họ Tên 251,2004-10-13,Nam,Đối tượng 1,KV3,1.81,868,Thí sinh tự do
51036539944,Họ Tên 252,2004-01-30,Nữ,Đối tượng 1,KV3,0.01,510,Thí sinh tự do
18490497331,Họ Tên 253,2004-02-03,Nữ,Đối tượng 2,KV3,1.01,184,Thí sinh tự do
71992300644,Họ Tên 254,2005-03-09,Nam,Không,KV1,1.25,719,Thí sinh tự do
47830712154,Họ Tên 255,2006-05-07,Nam,Đối tượng 1,KV1,1.73,478,Thí sinh không phải tự do
48154716389,Họ Tên 256,2003-06-09,Nữ,Không,KV1,0.36,481,Thí sinh tự do
